#Time		#Wave		#Intensity
0.000000	589.998047	-313.960876
0.000000	591.140625	-94.140282
0.000000	592.283203	194.091064
0.000000	593.423828	-70.451096
0.000000	594.566406	270.659393
0.000000	595.708984	521.356323
0.000000	596.849609	486.636810
0.000000	597.992188	175.694626
0.000000	599.132813	523.509460
0.000000	600.273438	820.882019
0.000000	601.414063	1317.735596
0.000000	602.554688	589.709473
0.000000	603.695313	576.291992
0.000000	604.835938	-333.460724
0.000000	605.976563	362.083252
0.000000	607.115234	501.273895
0.000000	608.255859	542.693665
0.000000	609.394531	1361.472656
0.000000	610.535156	959.457397
0.000000	611.673828	1232.007690
0.000000	612.812500	1202.953735
0.000000	613.951172	1486.937500
0.000000	615.089844	1528.724243
0.000000	616.228516	2031.018433
0.000000	617.367188	931.764221
0.000000	618.505859	967.388428
0.000000	619.642578	1450.772583
0.000000	620.781250	1239.745972
0.000000	621.917969	854.763977
0.000000	623.054688	1210.354248
0.000000	624.193359	1328.710449
0.000000	625.330078	1365.762573
0.000000	626.466797	1132.500977
0.000000	627.603516	1352.551270
0.000000	628.738281	1427.760864
0.000000	629.875000	1336.263550
0.000000	631.011719	1687.576172
0.000000	632.146484	1630.143066
0.000000	633.283203	1174.950562
0.000000	634.417969	1112.197876
0.000000	635.552734	702.304443
0.000000	636.689453	649.987305
0.000000	637.824219	1058.939331
0.000000	638.958984	1504.282837
0.000000	640.093750	511.940552
0.000000	641.226563	509.915619
0.000000	642.361328	1337.919312
0.000000	643.496094	875.551514
0.000000	644.628906	1430.799805
0.000000	645.763672	752.658386
0.000000	646.896484	1004.277588
0.000000	648.029297	1233.194580
0.000000	649.162109	735.613220
0.000000	650.294922	910.302673
0.000000	651.427734	832.870483
0.000000	652.560547	668.794128
0.000000	653.693359	824.319336
0.000000	654.826172	1065.580933
0.000000	655.957031	864.809143
0.000000	657.089844	1215.862671
0.000000	658.220703	1233.112427
0.000000	659.351563	198.346390
0.000000	660.482422	230.423752
0.000000	661.615234	998.370300
0.000000	662.746094	159.254868
0.000000	663.875000	188.660767
0.000000	665.005859	282.148315
0.000000	666.136719	610.060486
0.000000	667.267578	416.019623
0.000000	668.396484	485.195068
0.000000	669.527344	178.291168
0.000000	670.656250	156.843063
0.000000	671.785156	-198.738846
0.000000	672.916016	596.908813
0.000000	674.044922	684.418762
0.000000	675.173828	369.097504
0.000000	676.302734	60.532524
