#X		#Y		#Wave		#Intensity
19905.500000	18291.000000	589.998047	48275.257813
19905.500000	18291.000000	591.140625	48483.125000
19905.500000	18291.000000	592.283203	48819.421875
19905.500000	18291.000000	593.423828	48400.687500
19905.500000	18291.000000	594.566406	49363.164063
19905.500000	18291.000000	595.708984	48672.875000
19905.500000	18291.000000	596.849609	48146.589844
19905.500000	18291.000000	597.992188	48480.886719
19905.500000	18291.000000	599.132813	48440.699219
19905.500000	18291.000000	600.273438	48126.621094
19905.500000	18291.000000	601.414063	48498.316406
19905.500000	18291.000000	602.554688	47956.199219
19905.500000	18291.000000	603.695313	48391.546875
19905.500000	18291.000000	604.835938	48327.164063
19905.500000	18291.000000	605.976563	48488.613281
19905.500000	18291.000000	607.115234	48378.160156
19905.500000	18291.000000	608.255859	48333.468750
19905.500000	18291.000000	609.394531	48315.085938
19905.500000	18291.000000	610.535156	48505.136719
19905.500000	18291.000000	611.673828	49035.406250
19905.500000	18291.000000	612.812500	47893.308594
19905.500000	18291.000000	613.951172	48190.937500
19905.500000	18291.000000	615.089844	48403.031250
19905.500000	18291.000000	616.228516	48309.941406
19905.500000	18291.000000	617.367188	47832.453125
19905.500000	18291.000000	618.505859	48141.234375
19905.500000	18291.000000	619.642578	48819.214844
19905.500000	18291.000000	620.781250	48095.445313
19905.500000	18291.000000	621.917969	48340.667969
19905.500000	18291.000000	623.054688	48909.089844
19905.500000	18291.000000	624.193359	48228.937500
19905.500000	18291.000000	625.330078	47484.785156
19905.500000	18291.000000	626.466797	47362.773438
19905.500000	18291.000000	627.603516	47832.406250
19905.500000	18291.000000	628.738281	47488.203125
19905.500000	18291.000000	629.875000	47942.597656
19905.500000	18291.000000	631.011719	47321.003906
19905.500000	18291.000000	632.146484	47511.386719
19905.500000	18291.000000	633.283203	47360.605469
19905.500000	18291.000000	634.417969	46751.812500
19905.500000	18291.000000	635.552734	47532.339844
19905.500000	18291.000000	636.689453	47022.476563
19905.500000	18291.000000	637.824219	47684.339844
