#X		#Y		#Wave		#Intensity
14604.000000	16670.900000	589.978516	45019.324219
14604.000000	16670.900000	591.121094	45039.015625
14604.000000	16670.900000	592.263672	44567.210938
14604.000000	16670.900000	593.406250	45117.406250
14604.000000	16670.900000	594.548828	44588.531250
14604.000000	16670.900000	595.689453	44736.035156
14604.000000	16670.900000	596.832031	44684.300781
14604.000000	16670.900000	597.972656	44693.871094
14604.000000	16670.900000	599.115234	44582.957031
14604.000000	16670.900000	600.255859	45039.460938
14604.000000	16670.900000	601.396484	44724.765625
14604.000000	16670.900000	602.537109	44760.628906
14604.000000	16670.900000	603.677734	45028.855469
14604.000000	16670.900000	604.818359	44499.132813
14604.000000	16670.900000	605.957031	44212.625000
14604.000000	16670.900000	607.097656	44375.609375
14604.000000	16670.900000	608.238281	44154.781250
14604.000000	16670.900000	609.376953	44427.492188
14604.000000	16670.900000	610.515625	44588.382813
14604.000000	16670.900000	611.656250	43886.855469
14604.000000	16670.900000	612.794922	44170.617188
14604.000000	16670.900000	613.933594	44035.164063
14604.000000	16670.900000	615.072266	44239.988281
14604.000000	16670.900000	616.210938	44095.710938
14604.000000	16670.900000	617.349609	44023.863281
14604.000000	16670.900000	618.486328	44244.148438
14604.000000	16670.900000	619.625000	43994.324219
14604.000000	16670.900000	620.761719	44487.148438
14604.000000	16670.900000	621.900391	44237.273438
14604.000000	16670.900000	623.037109	44046.664063
14604.000000	16670.900000	624.173828	43697.691406
14604.000000	16670.900000	625.310547	44228.152344
14604.000000	16670.900000	626.447266	43553.601563
14604.000000	16670.900000	627.583984	43978.621094
14604.000000	16670.900000	628.720703	43822.984375
14604.000000	16670.900000	629.857422	43880.726563
14604.000000	16670.900000	630.994141	43548.960938
14604.000000	16670.900000	632.128906	43624.277344
14604.000000	16670.900000	633.265625	43748.039063
14604.000000	16670.900000	634.400391	43609.832031
14604.000000	16670.900000	635.535156	43141.257813
14604.000000	16670.900000	636.669922	44269.308594
14604.000000	16670.900000	637.804688	43465.855469
14604.000000	16670.900000	638.939453	43508.152344
14604.000000	16670.900000	640.074219	43312.480469
14604.000000	16670.900000	641.208984	43566.328125
14604.000000	16670.900000	642.343750	43599.832031
14604.000000	16670.900000	643.476563	44012.531250
14604.000000	16670.900000	644.611328	43924.835938
14604.000000	16670.900000	645.744141	44015.738281
14604.000000	16670.900000	646.878906	43332.476563
14604.000000	16670.900000	648.011719	43211.523438
14604.000000	16670.900000	649.144531	43081.703125
